"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
"197047_3",8593,"125","",3,"","",""
"197046_3",8593,"124","",3,"","",""
"197044_3",8593,"123","",3,"","",""
"197043_3",8593,"122","",3,"","",""
"197041_3",8593,"120","",3,"","",""
"197039_0",8593,"12","",0,"","",""
"197038_3",8593,"118","",3,"","",""
"197037_3",8593,"115","",3,"","",""
"197036_3",8593,"114","",3,"","",""
"197035_3",8593,"112","",3,"","",""
"197034_3",8593,"110","",3,"","",""
"197032_3",8593,"109","",3,"","",""
"197031_3",8593,"108","",3,"","",""
"197030_3",8593,"107","",3,"","",""
"197029_3",8593,"106","",3,"","",""
"197024_3",8593,"101","",3,"","",""
"197023_3",8593,"100","",3,"","",""
"197017_3",8593,"21","",3,"","",""
"3430929_3",10376,"S10","",3,"","",""
"3430928_3",10376,"RB7","",3,"","",""
"3430927_3",10376,"RB16","",3,"","",""
"3430926_3",10376,"7","",3,"","",""
"3416068_3",10953,"SEV74","",3,"","",""
"3416067_106",10443,"RB7","",106,"","",""
"3415832_3",10376,"S7","",3,"","",""
"3401260_109",10933,"S7","",109,"","",""
"3401259_3",10376,"43","",3,"","",""
"3401258_3",10375,"SE920","",3,"","",""
"3400930_3",10933,"SEV","",3,"","",""
"3400929_2",10913,"RE11","",2,"","",""
"3400927_3",10376,"44","",3,"","",""
"3400926_3",10376,"41","",3,"","",""
"3400925_3",10376,"RE90","",3,"","",""
"3400924_3",10376,"RE14","",3,"","",""
"3399457_3",10376,"S 3","",3,"","",""
"3399456_3",10376,"RE 49","",3,"","",""
"3399455_3",10376,"S42","",3,"","",""
"3399454_3",10376,"RB93","",3,"","",""
"3399453_3",10376,"RB 91","",3,"","",""
"3399452_3",10376,"42","",3,"","",""
"3399451_3",10376,"S 9","",3,"","",""
"3399450_3",10376,"S 2","",3,"","",""
"3399449_3",11961,"RB57","",3,"","",""
"3399448_3",10376,"RB 46","",3,"","",""
"3399447_3",10376,"RB 32","",3,"","",""
"3399446_2",7872,"RE11","",2,"","",""
"3399445_2",10948,"RE19","",2,"","",""
"3399444_2",10933,"RE19","",2,"","",""
"3399442_3",10872,"42a","",3,"","",""
"3399441_3",10933,"SEV","",3,"","",""
"3399440_2",10933,"RB35","",2,"","",""
"3399439_2",10913,"RE1","",2,"","",""
"3399437_3",10440,"SEV","",3,"","",""
"3399436_106",10436,"RB32","",106,"","",""
"3399435_106",10436,"RB40","",106,"","",""
"3399434_106",10436,"RB46","",106,"","",""
"3399433_109",10436,"S2","",109,"","",""
"3399432_106",10436,"RE49","",106,"","",""
"3399431_106",10436,"RE16","",106,"","",""
"3399430_109",10436,"S9","",109,"","",""
"3399429_106",10436,"RB91","",106,"","",""
"3399428_109",10436,"S3","",109,"","",""
"3399426_3",10375,"SE911","",3,"","",""
"3336848_2",13122,"RE11","",2,"","",""
"3336847_2",13122,"RB40","",2,"","",""
"3299467_3",10376,"RB41","",3,"","",""
"3282947_3",10376,"RB 71","",3,"","",""
"3280450_106",10446,"RB94","",106,"","",""
"3280449_3",10376,"RB74","",3,"","",""
"3280448_3",10376,"RB63","",3,"","",""
"3262214_2",10853,"RB3","",2,"","",""
"3262213_3",10376,"S2","",3,"","",""
"3257029_3",12796,"SEV","",3,"","",""
"3257025_3",10376,"S3","",3,"","",""
"3257024_3",10376,"S1","",3,"","",""
"3257022_3",10376,"RE170","",3,"","",""
"3257021_3",10376,"RB27","",3,"","",""
"3257020_3",10376,"RB171","",3,"","",""
"3257018_3",10376,"S7","",3,"","",""
"3257017_3",10376,"45","",3,"","",""
"3223119_3",10376,"48","",3,"","",""
"3223113_3",10376,"S4","",3,"","",""
"3223109_3",10376,"RB","",3,"","",""
"3223107_3",13331,"Bus","",3,"","",""
"3205763_0",13426,"E","",0,"","",""
"3205762_109",7872,"E","",109,"","",""
"3174288_109",11961,"S7","",109,"","",""
"3174286_109",10449,"S6","",109,"","",""
"3174284_106",10445,"83","",106,"","",""
"3174283_106",10435,"8X","",106,"","",""
"3174088_106",10445,"RB1","",106,"","",""
"3174087_106",10445,"RB11","",106,"","",""
"3158553_2",11046,"RB90","",2,"","",""
"3158552_103",10443,"35","",103,"","",""
"3141678_3",10376,"46","",3,"","",""
"3141677_3",10376,"40","",3,"","",""
"3125420_3",7882,"65","",3,"","",""
"3125414_2",13631,"MEX13","",2,"","",""
"3108826_2",10951,"RB65","",2,"","",""
"3108824_2",10872,"RB32","",2,"","",""
"3108823_3",10376,"RB71","",3,"","",""
"3108822_2",10939,"RE24","",2,"","",""
"3108821_102",10918,"30","",102,"","",""
"3108820_2",7882,"RB19","",2,"","",""
"3108819_106",10918,"RE34","",106,"","",""
"3108813_2",11046,"RE24","",2,"","",""
"3108812_2",10912,"DPN","",2,"","",""
"3108811_2",11046,"RE58","",2,"","",""
"3108810_2",11046,"RE24","",2,"","",""
"3108809_2",10872,"RS51","",2,"","",""
"3108808_2",10872,"RS5","",2,"","",""
"3108807_2",10872,"RS3","",2,"","",""
"3108806_2",10851,"RB92","",2,"","",""
"3108805_2",10851,"RB37","",2,"","",""
"3108804_2",11961,"RB57","",2,"","",""
"3108800_2",12623,"NJ","",2,"","",""
"3108795_2",13396,"30","",2,"","",""
"3108794_101",12681,"9","",101,"","",""
"3108792_109",10449,"S44","",109,"","",""
"3108791_101",12681,"2","",101,"","",""
"3108790_109",10449,"S7","",109,"","",""
"3108789_106",10449,"RB70","",106,"","",""
"3108787_106",10446,"RS7","",106,"","",""
"3108786_106",10448,"RB32","",106,"","",""
"3108784_106",10446,"RE79","",106,"","",""
"3108783_106",10449,"RE2","",106,"","",""
"3108782_3",10448,"53","",3,"","",""
"3108781_106",10446,"RE17","",106,"","",""
"3108778_3",10448,"41","",3,"","",""
"3108777_106",10446,"RE76","",106,"","",""
"3108776_106",10446,"RB80","",106,"","",""
"3108775_109",10446,"S6","",109,"","",""
"3108774_106",10446,"S 6","",106,"","",""
"3108773_106",10446,"RE75","",106,"","",""
"3108772_109",10446,"S6","",109,"","",""
"3108770_106",10446,"S 4","",106,"","",""
"3108769_106",10446,"RE73","",106,"","",""
"3108767_106",10446,"RE71","",106,"","",""
"3108766_106",10446,"RE70","",106,"","",""
"3108764_106",10444,"RE31","",106,"","",""
"3108763_106",10443,"107","",106,"","",""
"3108762_106",10443,"RB107","",106,"","",""
"3108760_106",10444,"RB56","",106,"","",""
"3108758_106",10443,"RB35","",106,"","",""
"3108757_106",10444,"RS2","",106,"","",""
"3108756_109",10443,"S62","",109,"","",""
"3108755_106",10443,"RB27","",106,"","",""
"3108754_106",10443,"RB37","",106,"","",""
"3108753_106",10443,"RB26","",106,"","",""
"3108752_106",10444,"RS21","",106,"","",""
"3108751_106",10443,"RE2","",106,"","",""
"3108750_106",10444,"RB31","",106,"","",""
"3108749_106",10444,"RE5","",106,"","",""
"3108746_109",10437,"S47","",109,"","",""
"3108738_106",10443,"RE7","",106,"","",""
"3108737_109",10443,"S11","",109,"","",""
"3108736_106",10443,"RE27","",106,"","",""
"3108735_109",10443,"S1","",109,"","",""
"3014482_2",12616,"RJX","",2,"","",""
"2923101_1",7872,"U11","",1,"","",""
"2895252_2",10919,"RB90","",2,"","",""
"2890329_3",10376,"RE 42","",3,"","",""
"2890325_3",10376,"RB 33","",3,"","",""
"2843621_2",10939,"RB25","",2,"","",""
"2843620_2",10939,"RB24","",2,"","",""
"2843619_2",10939,"RB22","",2,"","",""
"2843618_2",10939,"RB20a","",2,"","",""
"2843617_2",10939,"RB20","",2,"","",""
"2794459_2",12681,"34","",2,"","",""
"2794459_102",12681,"34","",102,"","",""
"2794452_106",10434,"RE7","",106,"","",""
"2792259_2",10872,"RB32a","",2,"","",""
"2749714_2",10892,"T9","",2,"","",""
"2749644_2",13631,"MEX16","",2,"","",""
"2715686_3",13331,"Bsv","",3,"","",""
"2652505_106",10434,"RE2","",106,"","",""
"2652418_3",10949,"RB23","",3,"","",""
"2601276_106",10436,"RB28","",106,"","",""
"2580449_3",10375,"SE910","",3,"","",""
"2549319_3",7872,"K1","",3,"","",""
"2549260_106",10446,"RS7","",106,"","",""
"2497916_106",10446,"RS71","",106,"","",""
"2413126_3",7882,"RE2B","",3,"","",""
"2413125_3",7882,"RE2A","",3,"","",""
"2367565_3",10882,"SEV S","",3,"","",""
"2367557_106",10444,"RB51","",106,"","",""
"2367556_103",10444,"RB6","",103,"","",""
"2367556_106",10444,"RB6","",106,"","",""
"2367555_103",10444,"6","",103,"","",""
"2367555_106",10444,"6","",106,"","",""
"2327865_3",10376,"32","",3,"","",""
"2327864_1",7872,"U2","",1,"","",""
"2327863_1",7872,"U19","",1,"","",""
"2327861_1",7872,"U8","",1,"","",""
"2327860_1",7872,"U7","",1,"","",""
"2327859_1",7872,"U5","",1,"","",""
"2327858_1",7872,"U13","",1,"","",""
"2327857_1",7872,"U4","",1,"","",""
"2327855_1",7872,"U6","",1,"","",""
"2327854_1",7872,"U12","",1,"","",""
"2327853_1",7872,"U16","",1,"","",""
"2327852_1",7872,"U9","",1,"","",""
"2327851_1",7872,"U15","",1,"","",""
"2327848_1",7872,"U14","",1,"","",""
"2327847_1",7872,"U1","",1,"","",""
"2327845_1",7872,"U29","",1,"","",""
"2327844_1",7872,"U34","",1,"","",""
"2327843_1",7872,"U3","",1,"","",""
"2327841_109",10908,"S2","",109,"","",""
"2327840_109",10908,"S3","",109,"","",""
"2313211_2",10962,"RB65","",2,"","",""
"2313210_2",10962,"RB61","",2,"","",""
"2313209_2",10962,"RB47","",2,"","",""
"2313208_2",10962,"RB46","",2,"","",""
"2313205_2",10382,"RB27","",2,"","",""
"2296971_106",10446,"RE7","",106,"","",""
"2282288_106",10444,"RE3","",106,"","",""
"2282135_2",10872,"RE43","",2,"","",""
"2282134_2",10872,"RE42","",2,"","",""
"2282133_2",10872,"RB43a","",2,"","",""
"2282132_2",10872,"RB42a","",2,"","",""
"2282131_2",10872,"RE66","",2,"","",""
"2282130_2",10872,"RB68a","",2,"","",""
"2282129_106",10446,"S60","",106,"","",""
"2282128_109",10446,"RE7","",109,"","",""
"2282127_109",10446,"RB7","",109,"","",""
"2280323_106",10449,"RE9","",106,"","",""
"2280321_2",12634,"RE25","",2,"","",""
"2280320_2",10837,"RE2","",2,"","",""
"2280319_2",10837,"RE25","",2,"","",""
"2279294_2",11049,"71","",2,"","",""
"2279293_2",11049,"67","",2,"","",""
"2266877_2",13424,"RE5","",2,"","",""
"2266872_106",13422,"RB83","",106,"","",""
"2266867_2",10872,"RB67","",2,"","",""
"2266866_2",10872,"RB59a","",2,"","",""
"2266864_109",10836,"34","",109,"","",""
"2233957_109",13396,"S6","",109,"","",""
"2233956_109",13396,"S3","",109,"","",""
"2233955_109",13396,"RB6","",109,"","",""
"2233953_2",12826,"RE12","",2,"","",""
"2233949_2",10940,"RE18","",2,"","",""
"2233947_2",10969,"RB77","",2,"","",""
"2233946_2",10969,"RB69","",2,"","",""
"2233945_2",10969,"RB68","",2,"","",""
"2233944_2",10969,"RB67","",2,"","",""
"2233943_2",10969,"RB14","",2,"","",""
"2233942_2",10969,"RB13","",2,"","",""
"2233941_2",10941,"RE50","",2,"","",""
"2233940_2",10941,"RE45","",2,"","",""
"2233939_2",10942,"RB48","",2,"","",""
"2233938_2",10942,"RB46","",2,"","",""
"2233937_2",10942,"RB44","",2,"","",""
"2233936_2",10942,"RB43","",2,"","",""
"2233935_2",10942,"RB41","",2,"","",""
"2233934_2",10867,"RB91","",2,"","",""
"2233933_2",10866,"RE47","",2,"","",""
"2233932_2",10866,"RE21","",2,"","",""
"2233931_2",10866,"RE13","",2,"","",""
"2233930_2",10866,"RE12","",2,"","",""
"2233929_2",8654,"RB50","",2,"","",""
"2233928_2",8654,"RB40","",2,"","",""
"2233927_2",8654,"RB32","",2,"","",""
"2233926_2",8654,"RB28","",2,"","",""
"2233925_2",8654,"RB27","",2,"","",""
"2233924_2",8654,"RB26","",2,"","",""
"2233923_2",8654,"RB23","",2,"","",""
"2233922_2",8654,"RB22","",2,"","",""
"2233921_2",8654,"RB21","",2,"","",""
"2233920_2",8654,"RB13","",2,"","",""
"2233918_2",10838,"RB99","",2,"","",""
"2233917_2",10838,"RB98","",2,"","",""
"2233916_2",10838,"RB96","",2,"","",""
"2233915_2",10838,"RB51","",2,"","",""
"2233914_2",10838,"RB34","",2,"","",""
"2233913_2",10838,"RB26","",2,"","",""
"2233912_2",10838,"RB24","",2,"","",""
"2233911_2",10838,"RB22","",2,"","",""
"2233910_2",10838,"RB18","",2,"","",""
"2233909_2",10838,"RB17","",2,"","",""
"2233908_2",10838,"RB15","",2,"","",""
"2233906_109",10443,"S15","",109,"","",""
"2230917_2",13396,"1","",2,"","",""
"2230914_101",12681,"24","",101,"","",""
"2230914_102",12681,"24","",102,"","",""
"2230914_106",12681,"24","",106,"","",""
"2230910_2",11046,"RE9","",2,"","",""
"2230909_2",11046,"RE59","",2,"","",""
"2230906_3",11046,"90","",3,"","",""
"2230905_2",10964,"RB38","",2,"","",""
"2230904_2",10964,"RB37","",2,"","",""
"2230903_2",10964,"RB36","",2,"","",""
"2230902_2",10964,"RB35","",2,"","",""
"2230901_2",10922,"RE23","",2,"","",""
"2230900_2",10923,"RB95","",2,"","",""
"2230899_2",10923,"RB29","",2,"","",""
"2230898_2",10923,"RB28","",2,"","",""
"2230897_2",10923,"RB27","",2,"","",""
"2230896_2",10923,"RB23","",2,"","",""
"2230894_2",10913,"RE4","",2,"","",""
"2230892_106",10918,"RE28","",106,"","",""
"2230890_2",10898,"RE5","",2,"","",""
"2230889_2",10898,"RB58","",2,"","",""
"2230888_2",10898,"RB54","",2,"","",""
"2230887_2",10872,"RB69","",2,"","",""
"2230886_2",10872,"RB68","",2,"","",""
"2230885_2",10872,"RB66","",2,"","",""
"2230883_2",10872,"RB43","",2,"","",""
"2230882_2",10872,"RB42","",2,"","",""
"2230881_2",10907,"RB87","",2,"","",""
"2230880_2",10907,"RB83","",2,"","",""
"2230875_106",10446,"RB78","",106,"","",""
"2230871_106",10448,"RB59","",106,"","",""
"2230870_106",10448,"RB52","",106,"","",""
"2230869_106",10448,"RB49","",106,"","",""
"2230868_106",10448,"RB47","",106,"","",""
"2230867_106",10448,"RB46","",106,"","",""
"2230866_106",10448,"RB45","",106,"","",""
"2230865_106",10448,"RB41","",106,"","",""
"2230863_109",10446,"S5","",109,"","",""
"2230861_109",10449,"S9","",109,"","",""
"2230860_106",10449,"RE73","",106,"","",""
"2230859_106",10446,"RB91","",106,"","",""
"2230858_106",10446,"RB82","",106,"","",""
"2230857_106",10446,"RB81","",106,"","",""
"2230856_106",10446,"RB62","",106,"","",""
"2230855_106",10446,"RB61","",106,"","",""
"2230853_106",10446,"RB31","",106,"","",""
"2230852_106",10446,"RB30","",106,"","",""
"2230851_106",10446,"RB21","",106,"","",""
"2230850_106",10446,"RB12","",106,"","",""
"2230849_106",10446,"RB11","",106,"","",""
"2230845_106",10444,"RB92","",106,"","",""
"2230844_106",10444,"RB91","",106,"","",""
"2230843_106",10444,"RB54","",106,"","",""
"2230842_106",10444,"RB53","",106,"","",""
"2230841_106",10444,"RB52","",106,"","",""
"2230838_106",10441,"RE97","",106,"","",""
"2230837_106",10441,"RE39","",106,"","",""
"2230836_106",10441,"RB97","",106,"","",""
"2230835_106",10440,"RE5","",106,"","",""
"2230834_106",10446,"RE3","",106,"","",""
"2230833_106",10446,"RE49","",106,"","",""
"2230832_106",10446,"RE39","",106,"","",""
"2230831_106",10446,"RE38","",106,"","",""
"2230830_106",10446,"RE35","",106,"","",""
"2230829_106",10446,"RE32","",106,"","",""
"2230828_106",10444,"RE5","",106,"","",""
"2230827_106",10444,"RB93","",106,"","",""
"2230826_106",10444,"RB91","",106,"","",""
"2230825_106",10444,"RB31","",106,"","",""
"2230824_106",10444,"RB63","",106,"","",""
"2230823_106",10444,"RB74","",106,"","",""
"2230822_106",10444,"RB72","",106,"","",""
"2230820_106",10442,"RE84","",106,"","",""
"2230818_106",10442,"RB87","",106,"","",""
"2230817_106",10442,"RB85","",106,"","",""
"2230816_106",10442,"RB83","",106,"","",""
"2230814_106",10443,"RB33","",106,"","",""
"2230813_103",10443,"4A","",103,"","",""
"2230812_106",10446,"RE47","",106,"","",""
"2230811_106",10446,"RE43","",106,"","",""
"2230810_106",10446,"RE41","",106,"","",""
"2230809_106",10446,"RE40","",106,"","",""
"2230808_106",10446,"RE33","",106,"","",""
"2230807_106",10446,"RE32","",106,"","",""
"2230806_106",10446,"RE31","",106,"","",""
"2230805_106",10446,"RE30","",106,"","",""
"2230804_106",10446,"RE9","",106,"","",""
"2230803_106",10446,"RE89","",106,"","",""
"2230802_106",10446,"RE87","",106,"","",""
"2230800_106",10446,"RE8","",106,"","",""
"2230798_106",10446,"RB89","",106,"","",""
"2230797_106",10446,"RB86","",106,"","",""
"2230795_106",10446,"RE62","",106,"","",""
"2230794_106",10446,"RE61","",106,"","",""
"2230793_106",10446,"RE60","",106,"","",""
"2230792_106",10446,"RB66","",106,"","",""
"2230791_106",10446,"RB65","",106,"","",""
"2230790_106",10446,"RB63","",106,"","",""
"2230788_106",10446,"RE76","",106,"","",""
"2230787_106",10446,"RE75","",106,"","",""
"2230782_106",10446,"RE70","",106,"","",""
"2230776_106",10446,"RE10","",106,"","",""
"2230775_106",10446,"RB85","",106,"","",""
"2230774_106",10446,"RB80","",106,"","",""
"2230773_106",10446,"RB79","",106,"","",""
"2230771_106",10446,"RE22","",106,"","",""
"2230770_106",10446,"RB33","",106,"","",""
"2230768_106",10444,"RE55","",106,"","",""
"2230767_106",10444,"RE50","",106,"","",""
"2230765_106",10444,"RB93","",106,"","",""
"2230764_106",10444,"RB55","",106,"","",""
"2230763_106",10444,"RB50","",106,"","",""
"2230762_106",10444,"RB42","",106,"","",""
"2230760_106",10444,"RB31","",106,"","",""
"2230759_103",10444,"RB3","",103,"","",""
"2230759_106",10444,"RB3","",106,"","",""
"2230756_103",10444,"50","",103,"","",""
"2230754_103",10444,"3","",103,"","",""
"2230754_106",10444,"3","",106,"","",""
"2230753_106",10444,"RE5","",106,"","",""
"2230750_106",10446,"RE7","",106,"","",""
"2230749_106",10446,"RE17","",106,"","",""
"2230746_106",10446,"RE50","",106,"","",""
"2230743_106",10446,"RB33","",106,"","",""
"2230741_106",10446,"RE49","",106,"","",""
"2230740_106",10446,"RE42","",106,"","",""
"2230739_106",10446,"RE20","",106,"","",""
"2230738_106",10446,"RE19","",106,"","",""
"2230737_106",10446,"RE14","",106,"","",""
"2230736_106",10446,"RB25","",106,"","",""
"2230735_106",10446,"RE60","",106,"","",""
"2230734_106",10446,"RE16","",106,"","",""
"2230733_106",10446,"RE1","",106,"","",""
"2230732_106",10446,"RB16","",106,"","",""
"2230726_106",10446,"RE75","",106,"","",""
"2230718_106",10446,"RB75","",106,"","",""
"2230717_106",10446,"RB73","",106,"","",""
"2230712_106",10437,"RE57","",106,"","",""
"2230707_2",8965,"RB57","",2,"","",""
"2230706_2",8965,"RB56","",2,"","",""
"2230705_2",8965,"RB55","",2,"","",""
"2211486_106",10440,"RE67","",106,"","",""
"2211485_106",10446,"RB87","",106,"","",""
"2197831_106",10442,"RE87","",106,"","",""
"2197830_106",10442,"RE80","",106,"","",""
"2197829_106",10442,"RB88","",106,"","",""
"2197828_106",10442,"RB84","",106,"","",""
"2197826_106",10434,"FEX","",106,"","",""
"2182515_3",10953,"SEV72","",3,"","",""
"2136410_106",10446,"RB60","",106,"","",""
"2086321_2",10382,"VBGRB5","",2,"","",""
"2086320_2",10382,"VBGRB1","",2,"","",""
"2086319_2",10382,"VBG145","",2,"","",""
"2086318_2",10382,"VBG140","",2,"","",""
"2086317_2",10382,"145","",2,"","",""
"2086316_2",10382,"140","",2,"","",""
"2057136_2",10892,"RB61","",2,"","",""
"2057135_2",10892,"RB60","",2,"","",""
"2041111_106",10918,"RE87","",106,"","",""
"2041110_106",10918,"RE56","",106,"","",""
"2041109_106",10918,"RE51","",106,"","",""
"2041108_106",10918,"RE35","",106,"","",""
"2041107_106",10918,"RE27","",106,"","",""
"2041106_106",10918,"RE17","",106,"","",""
"2041105_106",10918,"RE14","",106,"","",""
"1994850_109",11043,"S9","",109,"","",""
"1994849_109",11043,"S7","",109,"","",""
"1994848_109",11043,"S3","",109,"","",""
"1994847_109",11043,"S2","",109,"","",""
"1994845_2",11043,"RE19","",2,"","",""
"1994844_2",11043,"RE16","",2,"","",""
"1994842_2",11043,"RE1","",2,"","",""
"1994840_2",11043,"RB91","",2,"","",""
"1994836_2",11043,"RB32","",2,"","",""
"1960900_106",10446,"RB6","",106,"","",""
"1960900_109",10446,"RB6","",109,"","",""
"1960468_106",10448,"RB53","",106,"","",""
"1960467_106",10448,"RE4","",106,"","",""
"1960466_106",10448,"RB48","",106,"","",""
"1960465_106",10448,"RB44","",106,"","",""
"1960464_106",10448,"RB40","",106,"","",""
"1940932_109",10446,"S7","",109,"","",""
"1940931_106",10446,"S6","",106,"","",""
"1940931_109",10446,"S6","",109,"","",""
"1833889_3",11049,"69","",3,"","",""
"1833884_3",10376,"S9","",3,"","",""
"1832744_3",11049,"3","",3,"","",""
"1832734_2",12622,"INT","",2,"","",""
"1831709_2",11049,"82","",2,"","",""
"1831708_2",11049,"78","",2,"","",""
"1831707_2",11049,"3","",2,"","",""
"1831706_2",11049,"13","",2,"","",""
"1817485_2",11049,"89","",2,"","",""
"1817483_2",11049,"73","",2,"","",""
"1817482_2",11049,"72","",2,"","",""
"1817481_2",11049,"69","",2,"","",""
"1817479_2",11049,"66","",2,"","",""
"1817478_2",11049,"65","",2,"","",""
"1817477_2",11049,"61","",2,"","",""
"1817476_2",11049,"59","",2,"","",""
"1817475_3",11049,"89","",3,"","",""
"1817473_3",11049,"78","",3,"","",""
"1817472_3",11049,"72","",3,"","",""
"1817464_3",11049,"13","",3,"","",""
"1780250_3",10440,"SEV","",3,"","",""
"1765176_109",10908,"S5","",109,"","",""
"1765172_3",7872,"SEV","",3,"","",""
"1750822_3",10953,"SEV2","",3,"","",""
"1750819_3",10376,"RB40","",3,"","",""
"1710948_2",12638,"RE44","",2,"","",""
"1710931_3",10375,"SE917","",3,"","",""
"1710930_3",10376,"S8","",3,"","",""
"1710928_3",10376,"S6","",3,"","",""
"1710926_3",10376,"S5","",3,"","",""
"1710925_3",10376,"S4","",3,"","",""
"1710924_3",10376,"S3","",3,"","",""
"1710923_3",10376,"S2","",3,"","",""
"1710909_109",10443,"S10","",109,"","",""
"1660385_3",12827,"SEV","",3,"","",""
"1660384_2",11049,"50","",2,"","",""
"1660364_3",11049,"50","",3,"","",""
"1647393_3",10375,"SE908","",3,"","",""
"1619405_3",10953,"SEV73","",3,"","",""
"1605823_106",10449,"RB31","",106,"","",""
"1605821_109",10443,"S11","",109,"","",""
"1605820_109",10443,"S1","",109,"","",""
"1571451_3",10442,"SEV","",3,"","",""
"1557047_102",10918,"12","",102,"","",""
"1556264_3",10824,"SEVS1","",3,"","",""
"1544388_2",7882,"RB51","",2,"","",""
"1544386_2",7882,"RE2","",2,"","",""
"1544385_2",7882,"RB46","",2,"","",""
"1544383_2",7882,"RB33","",2,"","",""
"1544382_2",7882,"RB13","",2,"","",""
"1544381_2",7882,"RB65","",2,"","",""
"1544380_2",7882,"RB64","",2,"","",""
"1544379_2",7882,"RE4","",2,"","",""
"1544378_2",7882,"RB14","",2,"","",""
"1544377_2",10912,"RB63","",2,"","",""
"1544376_2",10912,"RB54","",2,"","",""
"1544374_2",10912,"RB36","",2,"","",""
"1544373_2",10912,"RB62","",2,"","",""
"1544372_2",10912,"RB26","",2,"","",""
"1544370_2",10912,"RB61","",2,"","",""
"1544369_2",10912,"RB60","",2,"","",""
"1544368_2",10912,"RB35","",2,"","",""
"1544367_2",10912,"RB27","",2,"","",""
"1544364_106",10434,"RB25","",106,"","",""
"1518864_3",10953,"SEV34","",3,"","",""
"1464200_2",12826,"IRE6","",2,"","",""
"1464194_2",10955,"DPN","",2,"","",""
"1464193_2",10912,"RB25","",2,"","",""
"1464190_2",10912,"RB12","",2,"","",""
"1464189_106",10436,"RE8","",106,"","",""
"1464188_106",10436,"RB27","",106,"","",""
"1449984_2",12826,"RB18","",2,"","",""
"1449981_2",12826,"17c","",2,"","",""
"1449980_2",12826,"17a","",2,"","",""
"1449979_2",12826,"10a","",2,"","",""
"1449978_2",12827,"RB8","",2,"","",""
"1449976_2",12827,"RE90","",2,"","",""
"1449975_2",12827,"RE8","",2,"","",""
"1449974_2",12826,"RE18","",2,"","",""
"1449971_2",12826,"17b","",2,"","",""
"1449969_2",12826,"10b","",2,"","",""
"1449968_2",12826,"10a","",2,"","",""
"1449967_2",11961,"RE8","",2,"","",""
"1449956_2",11046,"RE9","",2,"","",""
"1449955_2",10951,"RB76","",2,"","",""
"1449954_2",10951,"RB74","",2,"","",""
"1449953_2",10951,"RB73","",2,"","",""
"1449952_2",10951,"RB72","",2,"","",""
"1449951_2",10951,"RB71","",2,"","",""
"1449941_106",10443,"RB64","",106,"","",""
"1449932_106",10449,"RE65","",106,"","",""
"1449925_106",10443,"RE4","",106,"","",""
"1449922_106",10443,"14B","",106,"","",""
"1449921_106",10443,"14A","",106,"","",""
"1449915_109",10492,"S14","",109,"","",""
"1449908_101",12634,"RJ","",101,"","",""
"1449907_102",12681,"51","",102,"","",""
"1449906_101",12681,"39","",101,"","",""
"1449906_102",12681,"39","",102,"","",""
"1449905_101",12681,"17","",101,"","",""
"1449905_102",12681,"17","",102,"","",""
"1449904_101",12681,"14","",101,"","",""
"1449904_102",12681,"14","",102,"","",""
"1431558_2",11961,"DPN","",2,"","",""
"1431530_2",12634,"RB80","",2,"","",""
"1431528_2",12634,"80","",2,"","",""
"1428567_2",10913,"RE6","",2,"","",""
"1419135_3",10376,"RE14","",3,"","",""
"1407504_3",10376,"RE18","",3,"","",""
"1362633_106",10434,"RE3","",106,"","",""
"1348877_3",10376,"RE56","",3,"","",""
"1348876_3",10376,"RE55","",3,"","",""
"1348875_3",10376,"RE13","",3,"","",""
"1300410_3",10376,"R140","",3,"","",""
"1267431_3",10376,"RB76","",3,"","",""
"1255882_106",10448,"RB42","",106,"","",""
"1255880_3",10376,"RE50","",3,"","",""
"1255879_3",10376,"RB51","",3,"","",""
"1244647_3",10376,"U28","",3,"","",""
"1244646_3",10376,"RE1","",3,"","",""
"1230196_3",10376,"RE2","",3,"","",""
"1230195_3",10376,"RB52","",3,"","",""
"1226927_3",10376,"RE7","",3,"","",""
"1216614_3",10376,"RB78","",3,"","",""
"1167497_2",12894,"DPN","",2,"","",""
"1167490_3",12892,"SEV","",3,"","",""
"1097399_3",11961,"RE16","",3,"","",""
"1071819_3",10953,"SEV3","",3,"","",""
"1071813_3",12634,"Bsv","",3,"","",""
"1050263_2",10847,"RB56","",2,"","",""
"1050261_109",10443,"S30","",109,"","",""
"1050260_3",10376,"S1","",3,"","",""
"1020471_3",11961,"RB59","",3,"","",""
"995371_3",11046,"RB29","",3,"","",""
"994319_2",12827,"IRE1","",2,"","",""
"994318_2",12827,"RE1","",2,"","",""
"994297_106",10437,"RE18","",106,"","",""
"973719_3",10440,"SEV","",3,"","",""
"973698_3",10376,"RE6","",3,"","",""
"957878_109",10443,"S23","",109,"","",""
"957877_109",10443,"S12","",109,"","",""
"957864_3",11961,"RE24","",3,"","",""
"956738_109",10492,"S7","",109,"","",""
"956734_3",10375,"SE921","",3,"","",""
"956667_109",10492,"7","",109,"","",""
"934106_3",11961,"RB47","",3,"","",""
"934105_3",11961,"RB44","",3,"","",""
"911805_3",11961,"RB25","",3,"","",""
"878741_3",11961,"RE4","",3,"","",""
"878740_3",11961,"RE11","",3,"","",""
"878739_3",11961,"RE10","",3,"","",""
"878734_3",11961,"RB36","",3,"","",""
